On iwillvote.com?,Form complete?,Muni,LocationType,AbsenteeLocation,Address,FromDate,ToDate,edm_DayofWeek,DayOfWeek,StartTime,EndTime,AdditionalInstructions
,,VILLAGE OF GAYS MILLS - CRAWFORD COUNTY,In-Person Absentee Voting Site,Village Office,"16381 STATE HIGHWAY 131, GAYS MILLS, WI 54631-7330",10/20/2020,10/30/2020,"[-1,757580008,-1]",Weekdays,8:00 AM,4:00 PM,
,,VILLAGE OF GENOA CITY - MULTIPLE COUNTIES,In-Person Absentee Voting Site,VILLAGE HALL,"755 FELLOWS RD, GENOA CITY, WI 53128-9803",10/20/2020,10/30/2020,"[-1,757580000,757580001,757580002,757580003,757580004,-1]","Monday,Tuesday,Wednesday,Thursday,Friday",8:00 AM,4:00 PM,
,,VILLAGE OF GERMANTOWN - WASHINGTON COUNTY,In-Person Absentee Voting Site,Germantown Village Hall,"N112W17001 MEQUON RD, GERMANTOWN, WI 53022-3212",10/20/2020,10/31/2020,"[-1,757580001,-1]",Tuesday,8:00 AM,5:30 PM,October 20-October 22 8am-5:30 pm; October 23 8m-4:30 pm; October 24 8:30am -12:30pm; October 26-October 29 8am -6 pm; October 30 8am-5pm; October 31 8:30am -12:30pm
,,VILLAGE OF GERMANTOWN - WASHINGTON COUNTY,In-Person Absentee Voting Site,Germantown Village Hall,"N112W17001 MEQUON RD, GERMANTOWN, WI 53022-3212",10/20/2020,10/31/2020,"[-1,757580003,-1]",Thursday,8:00 AM,6:00 PM,October 20-October 22 8am-5:30 pm; October 23 8m-4:30 pm; October 24 8:30am -12:30pm; October 26-October 29 8am -6 pm; October 30 8am-5pm; October 31 8:30am -12:30pm
,,VILLAGE OF GERMANTOWN - WASHINGTON COUNTY,In-Person Absentee Voting Site,Germantown Village Hall,"N112W17001 MEQUON RD, GERMANTOWN, WI 53022-3212",10/20/2020,10/31/2020,"[-1,757580005,-1]",Saturday,8:30 AM,12:30 PM,October 20-October 22 8am-5:30 pm; October 23 8m-4:30 pm; October 24 8:30am -12:30pm; October 26-October 29 8am -6 pm; October 30 8am-5pm; October 31 8:30am -12:30pm
,,VILLAGE OF GERMANTOWN - WASHINGTON COUNTY,In-Person Absentee Voting Site,Germantown Village Hall,"N112W17001 MEQUON RD, GERMANTOWN, WI 53022-3212",10/20/2020,10/31/2020,"[-1,757580002,-1]",Wednesday,8:00 AM,5:30 PM,October 20-October 22 8am-5:30 pm; October 23 8m-4:30 pm; October 24 8:30am -12:30pm; October 26-October 29 8am -6 pm; October 30 8am-5pm; October 31 8:30am -12:30pm
,,VILLAGE OF GERMANTOWN - WASHINGTON COUNTY,In-Person Absentee Voting Site,Germantown Village Hall,"N112W17001 MEQUON RD, GERMANTOWN, WI 53022-3212",10/20/2020,10/31/2020,"[-1,757580003,-1]",Thursday,8:00 AM,5:30 PM,October 20-October 22 8am-5:30 pm; October 23 8m-4:30 pm; October 24 8:30am -12:30pm; October 26-October 29 8am -6 pm; October 30 8am-5pm; October 31 8:30am -12:30pm
,,VILLAGE OF GERMANTOWN - WASHINGTON COUNTY,In-Person Absentee Voting Site,Germantown Village Hall,"N112W17001 MEQUON RD, GERMANTOWN, WI 53022-3212",10/20/2020,10/31/2020,"[-1,757580004,-1]",Friday,8:00 AM,4:30 PM,October 20-October 22 8am-5:30 pm; October 23 8m-4:30 pm; October 24 8:30am -12:30pm; October 26-October 29 8am -6 pm; October 30 8am-5pm; October 31 8:30am -12:30pm
,,VILLAGE OF GERMANTOWN - WASHINGTON COUNTY,In-Person Absentee Voting Site,Germantown Village Hall,"N112W17001 MEQUON RD, GERMANTOWN, WI 53022-3212",10/20/2020,10/31/2020,"[-1,757580005,-1]",Saturday,8:30 AM,12:30 PM,October 20-October 22 8am-5:30 pm; October 23 8m-4:30 pm; October 24 8:30am -12:30pm; October 26-October 29 8am -6 pm; October 30 8am-5pm; October 31 8:30am -12:30pm
,,VILLAGE OF GERMANTOWN - WASHINGTON COUNTY,In-Person Absentee Voting Site,Germantown Village Hall,"N112W17001 MEQUON RD, GERMANTOWN, WI 53022-3212",10/20/2020,10/31/2020,"[-1,757580000,-1]",Monday,8:00 AM,6:00 PM,October 20-October 22 8am-5:30 pm; October 23 8m-4:30 pm; October 24 8:30am -12:30pm; October 26-October 29 8am -6 pm; October 30 8am-5pm; October 31 8:30am -12:30pm
,,VILLAGE OF GERMANTOWN - WASHINGTON COUNTY,In-Person Absentee Voting Site,Germantown Village Hall,"N112W17001 MEQUON RD, GERMANTOWN, WI 53022-3212",10/20/2020,10/31/2020,"[-1,757580001,-1]",Tuesday,8:00 AM,6:00 PM,October 20-October 22 8am-5:30 pm; October 23 8m-4:30 pm; October 24 8:30am -12:30pm; October 26-October 29 8am -6 pm; October 30 8am-5pm; October 31 8:30am -12:30pm
,,VILLAGE OF GERMANTOWN - WASHINGTON COUNTY,In-Person Absentee Voting Site,Germantown Village Hall,"N112W17001 MEQUON RD, GERMANTOWN, WI 53022-3212",10/20/2020,10/31/2020,"[-1,757580002,-1]",Wednesday,8:00 AM,6:00 PM,October 20-October 22 8am-5:30 pm; October 23 8m-4:30 pm; October 24 8:30am -12:30pm; October 26-October 29 8am -6 pm; October 30 8am-5pm; October 31 8:30am -12:30pm
,,VILLAGE OF GRANTON - CLARK COUNTY,By Clerk Appointment,Village Office,"210 MAPLE ST, GRANTON, WI 54436",10/20/2020,10/30/2020,"[-1,757580000,757580001,757580002,757580003,-1]","Monday,Tuesday,Wednesday,Thursday",8:00 AM,4:00 PM,
,,VILLAGE OF GRANTON - CLARK COUNTY,By Clerk Appointment,Village Office,"210 MAPLE ST, GRANTON, WI 54436",10/20/2020,10/30/2020,"[-1,757580004,-1]",Friday,8:00 AM,12:00 PM,
,,VILLAGE OF GREENDALE - MILWAUKEE COUNTY,In-Person Absentee Voting Site,Greendale Village Hall,"6500 NORTHWAY, GREENDALE, WI 53129",10/20/2020,10/30/2020,"[-1,757580000,757580001,757580002,757580003,757580004,-1]","Monday,Tuesday,Wednesday,Thursday,Friday",8:00 AM,4:00 PM,
,,VILLAGE OF HAMMOND - ST. CROIX COUNTY,In-Person Absentee Voting Site,Village of Hammond Hall,"455 DAVIS ST, HAMMOND, WI 54015",10/20/2020,10/30/2020,"[-1,757580000,757580001,757580002,757580003,-1]","Monday,Tuesday,Wednesday,Thursday",7:00 AM,4:30 PM,
,,VILLAGE OF HAMMOND - ST. CROIX COUNTY,In-Person Absentee Voting Site,Village of Hammond Hall,"455 DAVIS ST, HAMMOND, WI 54015",10/20/2020,10/30/2020,"[-1,757580004,-1]",Friday,7:00 AM,12:00 PM,
,,VILLAGE OF HARRISON - MULTIPLE COUNTIES,In-Person Absentee Voting Site,Harrison Municipal Building,"W5298 HWY 114, MENASHA, WI 54952",10/20/2020,10/30/2020,"[-1,757580008,-1]",Weekdays,8:00 AM,3:30 PM,
,,VILLAGE OF HARTLAND - WAUKESHA COUNTY,In-Person Absentee Voting Site,Hartland Village Hall,"210 COTTONWOOD AVE, HARTLAND, WI 53029-2017",10/20/2020,10/30/2020,"[-1,757580000,757580001,757580003,757580004,-1]","Monday,Tuesday,Thursday,Friday",7:30 AM,4:30 PM,
,,VILLAGE OF HARTLAND - WAUKESHA COUNTY,In-Person Absentee Voting Site,Hartland Village Hall,"210 COTTONWOOD AVE, HARTLAND, WI 53029-2017",10/20/2020,10/30/2020,"[-1,757580002,-1]",Wednesday,7:30 AM,7:00 PM,
,,VILLAGE OF HATLEY - MARATHON COUNTY,By Clerk Appointment,Clerk's Office,"435 CURTIS AVE, HATLEY, WI 54440-9784",10/20/2020,10/30/2020,NULL,,NULL,NULL,Call for appointment:  715-446-3139
,,VILLAGE OF HAUGEN - BARRON COUNTY,By Clerk Appointment,HAUGEN VILLLAGE HALL,"117 S 1ST ST., HAUGEN, WI 54841",10/20/2020,11/1/2020,"[-1,757580008,-1]",Weekdays,NULL,NULL,BY APPOINTMENT ONLY
,,VILLAGE OF HAZEL GREEN - MULTIPLE COUNTIES,In-Person Absentee Voting Site,Hazel Green Village Hall,"1610 E FAIRPLAY ST, HAZEL GREEN, WI 53811-9588",10/20/2020,10/30/2020,"[-1,757580000,757580001,757580002,757580003,757580004,-1]","Monday,Tuesday,Wednesday,Thursday,Friday",7:30 AM,3:30 PM,
,,VILLAGE OF HEWITT - WOOD COUNTY,In-Person Absentee Voting Site,Hewitt Administrative Building,"11064 MAIN ST, HEWITT, WI 54441",10/21/2020,10/29/2020,"[-1,757580002,-1]",Wednesday,6:00 PM,7:00 PM,Wednesday hours are for October 21 only.  Saturday hours are for October 24 only.  Thursday hours are for October 29 only.
,,VILLAGE OF HEWITT - WOOD COUNTY,In-Person Absentee Voting Site,Hewitt Administrative Building,"11064 MAIN ST, HEWITT, WI 54441",10/21/2020,10/29/2020,"[-1,757580005,-1]",Saturday,9:00 AM,11:00 AM,Wednesday hours are for October 21 only.  Saturday hours are for October 24 only.  Thursday hours are for October 29 only.
,,VILLAGE OF HEWITT - WOOD COUNTY,In-Person Absentee Voting Site,Hewitt Administrative Building,"11064 MAIN ST, HEWITT, WI 54441",10/21/2020,10/29/2020,"[-1,757580003,-1]",Thursday,7:00 PM,8:00 PM,Wednesday hours are for October 21 only.  Saturday hours are for October 24 only.  Thursday hours are for October 29 only.
,,VILLAGE OF HOBART - BROWN COUNTY,In-Person Absentee Voting Site,Hobart Village Office,"2990 S PINE TREE RD, HOBART, WI 54155",10/20/2020,10/30/2020,"[-1,757580000,757580001,757580002,757580003,757580004,-1]","Monday,Tuesday,Wednesday,Thursday,Friday",8:00 AM,5:00 PM,Please bring your photo ID with you in order to vote.
,,VILLAGE OF HOLLANDALE - IOWA COUNTY,In-Person Absentee Voting Site,Village Hall,"200 5TH AVE, HOLLANDALE, WI 53544",10/20/2020,10/29/2020,NULL,,NULL,NULL,"Monday - 10am-12pm, 1pm-6pm  Thursday - 10am-2pm  all other days by appointment"
,,VILLAGE OF HOLMEN - LA CROSSE COUNTY,In-Person Absentee Voting Site,Holmen Village Hall,"421 S MAIN ST, HOLMEN, WI 54636-9607",10/20/2020,10/30/2020,"[-1,757580000,757580001,757580002,757580003,757580004,-1]","Monday,Tuesday,Wednesday,Thursday,Friday",8:30 AM,4:30 AM,Friday October 30th hours for In-Person Voting are 8:30-5:00 pm.
,,VILLAGE OF HORTONVILLE - OUTAGAMIE COUNTY,In-Person Absentee Voting Site,Hortonville Community Center,"531 N NASH ST, HORTONVILLE, WI 54944-9776",10/20/2020,10/30/2020,"[-1,757580008,-1]",Weekdays,1:00 PM,3:00 PM,
,,VILLAGE OF HOWARD - MULTIPLE COUNTIES,In-Person Absentee Voting Site,Howard Village Hall,"2456 GLENDALE AVE, GREEN BAY, WI 54313-6502",10/20/2020,10/30/2020,"[-1,757580000,757580001,757580002,757580003,757580004,-1]","Monday,Tuesday,Wednesday,Thursday,Friday",10:00 AM,4:00 PM,Enter through double doors in the back of the building.  Voting is in the Community Center.
,,VILLAGE OF HOWARDS GROVE - SHEBOYGAN COUNTY,In-Person Absentee Voting Site,Village of Howards Grove,"913 S WISCONSIN DR, HOWARDS GROVE, WI 53083-1306",10/20/2020,10/30/2020,"[-1,757580000,757580001,757580002,757580003,-1]","Monday,Tuesday,Wednesday,Thursday",8:00 AM,4:00 PM,
,,VILLAGE OF HOWARDS GROVE - SHEBOYGAN COUNTY,In-Person Absentee Voting Site,Village of Howards Grove,"913 S WISCONSIN DR, HOWARDS GROVE, WI 53083-1306",10/20/2020,10/30/2020,"[-1,757580004,-1]",Friday,8:00 AM,12:00 PM,
,,VILLAGE OF HUSTLER - JUNEAU COUNTY,By Clerk Appointment,Hustler Village Hall,"113 E MAIN ST, HUSTLER, WI 54637-1311",10/20/2020,11/1/2020,NULL,,NULL,NULL,
,,VILLAGE OF IOLA - WAUPACA COUNTY,In-Person Absentee Voting Site,Community Center,"180 N MAIN ST, IOLA, WI 54945-9120",10/20/2020,11/1/2020,NULL,,NULL,NULL,"October 20th, 22nd, 27th, 29th 10 AM to 6 PM  | October 21st, 23rd, 26th, 28th, 30th 7 AM to 2 PM."
,,VILLAGE OF IOLA - WAUPACA COUNTY,By Clerk Appointment,Community Center,"180 N MAIN ST, IOLA, WI 54945-9120",10/24/2020,11/1/2020,NULL,,NULL,NULL,"Appointments needed for:   October 24th, October 31st, and November 1st; (Hours available 8 am and 12 pm). Please call the clerk's office at (715) 445-2913 to schedule a time.  "
,,VILLAGE OF IRON RIDGE - DODGE COUNTY,In-Person Absentee Voting Site,Village of Iron Ridge,"205 PARK ST, IRON RIDGE, WI 53035-9696",10/20/2020,10/30/2020,"[-1,757580000,757580001,757580002,757580003,-1]","Monday,Tuesday,Wednesday,Thursday",9:00 AM,4:30 PM,
,,VILLAGE OF IRON RIDGE - DODGE COUNTY,In-Person Absentee Voting Site,Village of Iron Ridge,"205 PARK ST, IRON RIDGE, WI 53035-9696",10/20/2020,10/30/2020,"[-1,757580004,-1]",Friday,9:00 AM,12:00 PM,
,,VILLAGE OF JACKSON - WASHINGTON COUNTY,In-Person Absentee Voting Site,VILLAGE HALL,"N168W20733 MAIN ST, JACKSON, WI 53037-9381",10/20/2020,10/30/2020,"[-1,757580000,757580001,757580002,757580003,757580004,-1]","Monday,Tuesday,Wednesday,Thursday,Friday",8:00 AM,5:00 PM,
,,VILLAGE OF JACKSON - WASHINGTON COUNTY,In-Person Absentee Voting Site,VILLAGE HALL,"N168W20733 MAIN ST, JACKSON, WI 53037-9381",10/20/2020,10/30/2020,"[-1,757580001,-1]",Tuesday,8:00 AM,4:00 PM,
,,VILLAGE OF JACKSON - WASHINGTON COUNTY,In-Person Absentee Voting Site,VILLAGE HALL,"N168W20733 MAIN ST, JACKSON, WI 53037-9381",10/20/2020,10/30/2020,"[-1,757580002,-1]",Wednesday,8:00 AM,4:00 PM,
,,VILLAGE OF JACKSON - WASHINGTON COUNTY,In-Person Absentee Voting Site,VILLAGE HALL,"N168W20733 MAIN ST, JACKSON, WI 53037-9381",10/20/2020,10/30/2020,"[-1,757580003,-1]",Thursday,8:00 AM,4:00 PM,
,,VILLAGE OF JACKSON - WASHINGTON COUNTY,In-Person Absentee Voting Site,VILLAGE HALL,"N168W20733 MAIN ST, JACKSON, WI 53037-9381",10/20/2020,10/30/2020,"[-1,757580004,-1]",Friday,8:00 AM,4:00 PM,
,,VILLAGE OF JACKSON - WASHINGTON COUNTY,In-Person Absentee Voting Site,VILLAGE HALL,"N168W20733 MAIN ST, JACKSON, WI 53037-9381",10/20/2020,10/30/2020,"[-1,757580000,-1]",Monday,8:00 AM,4:00 PM,
,,VILLAGE OF JACKSON - WASHINGTON COUNTY,In-Person Absentee Voting Site,VILLAGE HALL,"N168W20733 MAIN ST, JACKSON, WI 53037-9381",10/20/2020,10/30/2020,"[-1,757580001,-1]",Tuesday,8:00 AM,4:00 PM,
,,VILLAGE OF JACKSON - WASHINGTON COUNTY,In-Person Absentee Voting Site,VILLAGE HALL,"N168W20733 MAIN ST, JACKSON, WI 53037-9381",10/20/2020,10/30/2020,"[-1,757580002,-1]",Wednesday,8:00 AM,4:00 PM,
,,VILLAGE OF JACKSON - WASHINGTON COUNTY,In-Person Absentee Voting Site,VILLAGE HALL,"N168W20733 MAIN ST, JACKSON, WI 53037-9381",10/20/2020,10/30/2020,"[-1,757580003,-1]",Thursday,8:00 AM,4:00 PM,
,,VILLAGE OF JACKSON - WASHINGTON COUNTY,In-Person Absentee Voting Site,VILLAGE HALL,"N168W20733 MAIN ST, JACKSON, WI 53037-9381",10/20/2020,10/30/2020,"[-1,757580004,-1]",Friday,8:00 AM,4:00 PM,
,,VILLAGE OF JOHNSON CREEK - JEFFERSON COUNTY,In-Person Absentee Voting Site,Village of Johnson Creek Municipal Bldg,"125 DEPOT STREET, 53038, WI 53038",10/20/2020,10/30/2020,"[-1,757580000,757580001,757580002,757580003,757580004,-1]","Monday,Tuesday,Wednesday,Thursday,Friday",8:00 AM,4:00 PM,In-Person Absentee Voting for October 30th will be from 8:00 a.m. to 5:00 p.m.
,,VILLAGE OF JUNCTION CITY - PORTAGE COUNTY,By Clerk Appointment,Village Hall/Fire Station,"1001 MAIN ST, JUNCTION CITY, WI 54443-9785",10/20/2020,10/31/2020,"[-1,757580007,-1]",All Days,9:00 AM,9:00 PM,"drop voted absentee ballots at US Post Office, 408 Main Street to be delivered to Village Clerk"
,,VILLAGE OF KEKOSKEE - DODGE COUNTY,By Clerk Appointment,Kekoskee & Williamstown Hall,"W3275 COUNTY ROAD TW, MAYVILLE, WI 53050-2025",10/20/2020,10/30/2020,NULL,,NULL,NULL,"For an appointment, call 920-387-4251"
,,VILLAGE OF KELLNERSVILLE - MANITOWOC COUNTY,In-Person Absentee Voting Site,Kellnersville Community Center,"628 PARK STREET, KELLNERSVILLE, WI 54215",10/20/2020,10/29/2020,"[-1,757580000,757580001,757580003,-1]","Monday,Tuesday,Thursday",10:00 AM,4:00 PM,
,,VILLAGE OF KENNAN - PRICE COUNTY,By Clerk Appointment,Appointment Only Voting,"W9813 HIGH RD, KENNAN, WI 54537",10/20/2020,11/1/2020,NULL,,NULL,NULL,By Appointment Monday through Friday
,,VILLAGE OF KEWASKUM - MULTIPLE COUNTIES,In-Person Absentee Voting Site,Village of Kewaskum Municipal Building,"204 1ST ST, KEWASKUM, WI 53040-8929",10/20/2020,10/30/2020,"[-1,757580008,-1]",Weekdays,7:30 AM,4:30 AM,"On Friday, October 30, 2020, in-person absentee voting is available from 7:30 a.m. - 5:00 p.m."
,,VILLAGE OF KNAPP - DUNN COUNTY,By Clerk Appointment,Knapp Community Hall,"111 OAK ST, KNAPP, WI 54749-9510",10/20/2020,11/1/2020,"[-1,757580000,757580001,757580002,757580003,-1]","Monday,Tuesday,Wednesday,Thursday",1:00 PM,4:00 PM,Please call Theresa Kopacz at 715-665-2495 with any questions regarding absentee ballots.
,,VILLAGE OF KNAPP - DUNN COUNTY,By Clerk Appointment,Knapp Community Hall,"111 OAK ST, KNAPP, WI 54749-9510",10/20/2020,11/1/2020,"[-1,757580000,757580001,757580002,757580003,-1]","Monday,Tuesday,Wednesday,Thursday",7:00 AM,12:00 PM,Please call Theresa Kopacz at 715-665-2495 with any questions regarding absentee ballots.
,,VILLAGE OF KOHLER - SHEBOYGAN COUNTY,In-Person Absentee Voting Site,Kohler Village Hall,"319 HIGHLAND DR, KOHLER, WI 53044-1513",10/20/2020,10/30/2020,"[-1,757580000,757580001,757580002,757580003,757580004,-1]","Monday,Tuesday,Wednesday,Thursday,Friday",7:30 AM,4:00 PM,
,,VILLAGE OF KRONENWETTER - MARATHON COUNTY,In-Person Absentee Voting Site,Kronenwetter Municipal Center,"1582 KRONENWETTER DR, KRONENWETTER, WI 54455-7268",10/20/2020,10/30/2020,"[-1,757580000,757580002,757580004,-1]","Monday,Wednesday,Friday",8:00 AM,4:30 PM,
,,VILLAGE OF KRONENWETTER - MARATHON COUNTY,In-Person Absentee Voting Site,Kronenwetter Municipal Center,"1582 KRONENWETTER DR, KRONENWETTER, WI 54455-7268",10/20/2020,10/30/2020,"[-1,757580001,757580003,-1]","Tuesday,Thursday",8:00 AM,7:00 PM,
,,VILLAGE OF KRONENWETTER - MARATHON COUNTY,In-Person Absentee Voting Site,Kronenwetter Municipal Center,"1582 KRONENWETTER DR, KRONENWETTER, WI 54455-7268",10/20/2020,10/30/2020,"[-1,757580005,-1]",Saturday,9:00 AM,12:00 PM,
,,VILLAGE OF LAKE DELTON - SAUK COUNTY,In-Person Absentee Voting Site,Kay C Mackesey Adm Bldg,"50 S WISCONSIN DELLS PKWY, LAKE DELTON, WI 53940-0087",10/20/2020,10/30/2020,"[-1,757580008,-1]",Weekdays,9:00 AM,5:00 PM,
,,VILLAGE OF LAKE NEBAGAMON - DOUGLAS COUNTY,By Clerk Appointment,Lake Nebagamon Village Hall,"11596 E WATERFRONT DR, LAKE NEBAGAMON, WI 54849-6001",10/20/2020,11/1/2020,"[-1,757580000,757580001,757580002,757580003,757580004,-1]","Monday,Tuesday,Wednesday,Thursday,Friday",8:30 AM,3:00 PM,"Hours available by appointment, contact the clerk at 715-374-3101.  Or email at: dnolan@villagelakenebagamon.com.  Deadline for Sunday 11/1/20 is 5pm."
,,VILLAGE OF LIVINGSTON - MULTIPLE COUNTIES,In-Person Absentee Voting Site,Village Hall,"220 W BARBER AVE, LIVINGSTON, WI 53554",10/20/2020,10/30/2020,"[-1,757580000,757580003,-1]","Monday,Thursday",8:00 AM,4:00 PM,"Tuesday, Wednesday & Fridays call or email for an appointment"
,,VILLAGE OF LONE ROCK - RICHLAND COUNTY,In-Person Absentee Voting Site,Village Hall,"314 E FOREST ST, LONE ROCK, WI 53556-3885",10/20/2020,11/1/2020,"[-1,757580000,757580001,757580002,757580003,-1]","Monday,Tuesday,Wednesday,Thursday",8:00 AM,12:00 PM,Witnessing available at this location.  Remember your photo ID.
,,VILLAGE OF LUXEMBURG - KEWAUNEE COUNTY,In-Person Absentee Voting Site,Village of Luxemburg Municipal Building,"206 MAPLE ST, LUXEMBURG, WI 54217-1094",10/20/2020,10/30/2020,"[-1,757580000,757580001,757580002,757580003,757580004,-1]","Monday,Tuesday,Wednesday,Thursday,Friday",8:00 AM,4:00 PM,
,,VILLAGE OF MARATHON CITY - MARATHON COUNTY,By Clerk Appointment,Village of Marathon City Municipal Center,"311 WALNUT ST, MARATHON, WI 54448-9800",10/20/2020,10/30/2020,"[-1,757580008,-1]",Weekdays,NULL,NULL,Please call 715-443-2221 to schedule an appointment for In-person Absentee Voting 
,,VILLAGE OF MARIBEL - MANITOWOC COUNTY,By Clerk Appointment,Appointment Only Voting,"14634 MARIBEL RD, MARIBEL, WI 54227-9307",10/20/2020,10/30/2020,"[-1,757580003,757580004,-1]","Thursday,Friday",1:00 PM,4:00 PM,Thursdays and Fridays only. Please have photo ID with you. Drop box also available at this location.  
,,VILLAGE OF MAZOMANIE - DANE COUNTY,In-Person Absentee Voting Site,Mazomanie Municipal Building,"133 CRESCENT ST, MAZOMANIE, WI 53560-9665",10/20/2020,10/30/2020,"[-1,757580000,757580001,757580002,757580004,-1]","Monday,Tuesday,Wednesday,Friday",7:30 AM,4:00 PM,
,,VILLAGE OF MAZOMANIE - DANE COUNTY,In-Person Absentee Voting Site,Mazomanie Municipal Building,"133 CRESCENT ST, MAZOMANIE, WI 53560-9665",10/20/2020,10/30/2020,"[-1,757580003,-1]",Thursday,7:30 AM,7:00 PM,
,,VILLAGE OF MCFARLAND - DANE COUNTY,In-Person Absentee Voting Site,McFarland Municipal Center,"5915 MILWAUKEE ST, MC FARLAND, WI 53558-8962",10/20/2020,10/31/2020,"[-1,757580001,757580003,-1]","Tuesday,Thursday",6:00 AM,6:00 PM,
,,VILLAGE OF MCFARLAND - DANE COUNTY,In-Person Absentee Voting Site,McFarland Municipal Center,"5915 MILWAUKEE ST, MC FARLAND, WI 53558-8962",10/20/2020,10/31/2020,"[-1,757580000,757580002,757580004,-1]","Monday,Wednesday,Friday",8:00 AM,4:30 PM,
,,VILLAGE OF MCFARLAND - DANE COUNTY,In-Person Absentee Voting Site,McFarland Municipal Center,"5915 MILWAUKEE ST, MC FARLAND, WI 53558-8962",10/20/2020,10/31/2020,"[-1,757580005,-1]",Saturday,9:00 AM,12:00 PM,
,,VILLAGE OF MELROSE - JACKSON COUNTY,By Clerk Appointment,Appointment Only Voting,"101 N WASHINGTON ST, MELROSE, WI 54642-7254",10/20/2020,10/30/2020,NULL,,NULL,NULL,Please call 608-397-1519 or 608-488-3191 to make an appointment.
,,VILLAGE OF MELROSE - JACKSON COUNTY,In-Person Absentee Voting Site,In-Person Absentee Voting,"112 N WASHINGTON ST, MELROSE, WI 54642-7200",10/20/2020,10/30/2020,"[-1,757580000,757580001,-1]","Monday,Tuesday",8:00 AM,3:00 PM,Please call 608-397-1519 or 608-488-3191 to make an appointment.
