Municipality,HINDI,Website,Updated,Clerk,Deputy_Clerk,Address,Address_Mailing,Phone_1,Fax
VILLAGE OF BOWLER SHAWANO COUNTY,59108,NA,10/10/2016,KERRY BREITRICK,NA,"107 W MAIN ST, BOWLER, WI 54416-9737","P.O. BOX 68, BOWLER, WI 54416 -0068",715-793-4713,715-793-4357
VILLAGE OF CECIL SHAWANO COUNTY,59111,NA,1/5/2018,TERI WESTERFELD,NANCY SCHREIBER,"111 E HOFMAN ST, CECIL, WI 54111-9567","PO BOX 159, CECIL, WI 54111- 0159",715-745-4428,715-745-4429
VILLAGE OF ELAND SHAWANO COUNTY,59121,NA,11/27/2019,MARNIE OSTERBRINK,NA,"W19141 MAPLE ST, ELAND, WI 54427-9510","PO BOX 65, ELAND, WI 54427- 0065",715-253-2968,NA
VILLAGE OF GRESHAM SHAWANO COUNTY,59131,http://visit-gresham.com/,11/30/2017,JUDY KRISTOF,NA,"951 S MAIN ST, GRESHAM, WI 54128","PO BOX 50, GRESHAM, WI 54128-0050",715-787-3991,715-787-1313
VILLAGE OF MATTOON SHAWANO COUNTY,59151,NA,5/8/2019,ANGIE COPAS,NA,"310 SLATE AVE, MATTOON, WI 54450-0198","PO BOX 255, MATTOON, WI 54450-0255",715-489-3107,NA
VILLAGE OF TIGERTON SHAWANO COUNTY,59186,http://www.tigertonwis.com,12/8/2017,TRISHA HOFFMAN,NA,"221 BIRCH ST, TIGERTON, WI 54486-9532","P.O. BOX 147, TIGERTON, WI 54486",715-535-2262,715-535-2666
VILLAGE OF WITTENBERG -,59191,http://villageofwittenberg.com,4/17/2019,TRACI MATSCHE,NA,"208 W VINAL ST, SHAWANO COUNTY WITTENBERG, WI 54499","PO BOX 331, WITTENBERG, WI 54499-0331",715-253-6063,715-253-3772
CITY OF SHAWANO SHAWANO COUNTY,59281,http://www.cityofshawano.com/,1/15/2020,LESLEY NEMETZ,LESLEY NEMETZ,"127 S SAWYER ST, SHAWANO, WI 54166-2433",NA,715-526-6138,715-526-5751
TOWN OF GREENBUSH SHEBOYGAN COUNTY,60002,http://towngreenbushwi.com,1/22/2018,BRENDA PHIPPS,NA,"N6644 SUGARBUSH RD, GLENBEULAH, WI 53023-1236",NA,920-526-3115,920-526-3116
TOWN OF HERMAN SHEBOYGAN COUNTY,60004,http://www.townherman.com,1/5/2018,KATHY KOESER,GEORGE MARTHENZE,"N8139 FRANKLIN RD, PLYMOUTH, WI 53073-4858",NA,920-565-2934,NA
TOWN OF HOLLAND SHEBOYGAN COUNTY,60006,http://www.townofholland.com,4/6/2018,JANELLE KAISER,SHARON CLAERBAUT,"W3005 COUNTY ROAD G, CEDAR GROVE, WI 53013",NA,920-668-6625,NA
TOWN OF LIMA SHEBOYGAN COUNTY,60008,http://www.townlima.com,1/26/2018,KAREN POHL,NA,"N3689 COUNTY ROAD I, SHEBOYGAN FLS, WI 53085-2613","PO BOX 225, WALDO, WI 53093- 0225",920-467-6037,NA
TOWN OF LYNDON SHEBOYGAN COUNTY,60010,http://www.townoflyndon.com,3/20/2019,RHONDA KLATT,NA,"W6081 COUNTY RD N, PLYMOUTH, WI 53073-4638",NA,920-528-7255,NA
TOWN OF MITCHELL SHEBOYGAN COUNTY,60012,http://townofmitchell.com,6/26/2018,KRISTIN BECKFORD,NA,"W8095 PARNELL RD, CASCADE, WI 53011-1250",NA,920-528-7776,920-528-1326
TOWN OF MOSEL SHEBOYGAN COUNTY,60014,NA,3/8/2019,SUSAN L BORN,NA,"W982 COUNTY FF, SHEBOYGAN, WI 53083","W982 COUNTY ROAD FF, SHEBOYGAN, WI 53083-5136",920-565-3700,920-565-2677
TOWN OF PLYMOUTH SHEBOYGAN COUNTY,60016,NA,3/8/2019,LAURA SUSAN RAEDER,NA,"120 SUHRKE RD, PLYMOUTH WI 53073","N6152 RIVERVIEW RD, PLYMOUTH, WI 53073-3502",920-893-5713,920-893-4070
TOWN OF RHINE SHEBOYGAN COUNTY,60018,https://townrhine.com/,1/3/2018,LEXANN HOOGSTRA,CATHERINE LOEFFLER,"W5250 CTH FF, ELKHART LAKE, WI 53020","PO BOX 117, ELKHART LAKE, WI 53020-0117",920-876-3413,920-876-4264
TOWN OF RUSSELL SHEBOYGAN COUNTY,60020,https://townrussell.com/,1/10/2020,LYNETTE MIERZEJEWSKI,NA,"N9691 COUNTY ROAD H, ELKHART LAKE, WI 53020","N9534 SEXTON ROAD, ELKHART LAKE, WI 53020",920-254-8738,NA
TOWN OF SCOTT SHEBOYGAN COUNTY,60022,NA,11/2/2017,LUANNE RADY,NA,"N1306 Boltonville Rd, Adell, WI 53001",NA,920-994-4470,NA
TOWN OF SHEBOYGAN SHEBOYGAN COUNTY,60024,http://www.townofsheboygan.org/,4/29/2019,PEGGY FISCHER,CHRIS STEEB,"1512 N 40TH ST, SHEBOYGAN, WI 53081-1736",NA,920-451-2320,920-451-2323
TOWN OF SHEBOYGAN FALLS - SHEBOYGAN,60026,http://www.townofsheboyganfalls.com,11/2/2017,JENNY MEYER,NA,"W3860 COUNTY ROAD O, COUNTY SHEBOYGAN FLS, WI 53085-2213","W3860 COUNTY ROAD O, SHEBOYGAN FLS, WI 53085-2213",920-467-1922,920-467-1922
TOWN OF SHERMAN SHEBOYGAN COUNTY,60028,http://www.townofshermanwi.com,4/29/2019,RHONDA J KLATT,NA,"W6566 STATE HIGHWAY 144, RANDOM LAKE, WI 53075","PO BOX 88, ADELL, WI 53001- 0088",920-994-9421,NA
TOWN OF WILSON SHEBOYGAN COUNTY,60030,http://www.townwilson.com,12/6/2019,JULIE WICKER,NA,"5935 S BUSINESS DR, SHEBOYGAN, WI 53081-8930",NA,920-208-2390,920-208-2450
VILLAGE OF ADELL SHEBOYGAN COUNTY,60101,http://www.adellwi.govoffice2.com,2/2/2017,KELLY RATHKE,NA,"508 SEIFERT ST, ADELL WI 53001-1185","508 SEIFERT ST, ADELL, WI 53001-1185",920-994-8620,262-364-2488
VILLAGE OF CASCADE SHEBOYGAN COUNTY,60111,http://www.villageofcascade.org,12/28/2017,KAYLA SIMANOVSKI,NA,"301 1ST ST, CASCADE, WI 53011","PO BOX 157, CASCADE, WI 53011-0157",920-528-8642,NA
VILLAGE OF CEDAR GROVE - SHEBOYGAN,60112,http://www.cedargrovewi.com,12/20/2017,JULIE BREY,NA,"22 E WILLOW AVE, CEDAR COUNTY GROVE, WI 53013","PO BOX 426, CEDAR GROVE, WI 53013-0426",920-668-6523,920-668-8597
VILLAGE OF ELKHART LAKE - SHEBOYGAN,60121,https://elkhartlakewi.gov/,1/5/2018,JESSICA REILLY,KATRINA WEIR,"40 PINE STREET, ELKHART LAKE, WI 53020","PO BOX 143, ELKHART LAKE, WI 53020-0143",920-876-2122,920-876-2892
VILLAGE OF GLENBEULAH -,60131,http://glenbeulah.org,3/11/2019,MICHELE BERTRAM,NA,"110 N SWIFT ST, SHEBOYGAN COUNTY GLENBEULAH, WI 53023-1190","PO BOX 128, GLENBEULAH, WI 53023-0128",920-838-2673,NA
VILLAGE OF HOWARDS GROVE - SHEBOYGAN,60135,http://www.howardsgrove.org,3/8/2019,CHRISTAN BRANDT,MARY KOMOROSKI,"913 S WISCONSIN DR, HOWARDS GROVE, WI 53083-1306",NA,920-234-0304,NA
VILLAGE OF KOHLER SHEBOYGAN COUNTY,60141,NA,12/20/2017,LAURIE LINDOW,CINDI GAMB,"319 HIGHLAND DR, KOHLER, WI 53044-1513",NA,920-459-3873,920-459-5668
VILLAGE OF OOSTBURG - SHEBOYGAN COUNTY,60165,NA,12/8/2017,JILL E LUDENS,JULIE SONNENTAG,"1140 MINNESOTA AVE, OOSTBURG, WI 53070-1221","PO BOX 700227, OOSTBURG, WI 53070-0227",920-564-3214,920-564-3596
VILLAGE OF RANDOM LAKE - SHEBOYGAN,60176,https://randomlakewi.com/,10/23/2019,JO ANN LESSER,LISA MARIE GILLETTE,"96 RUSSELL DR, RANDOM LAKE, WI 53075-1769","PO BOX 344, RANDOM LAKE, WI 53075-0344",920-994-4852,920-994-2390
VILLAGE OF WALDO SHEBOYGAN COUNTY,60191,https://villageofwaldo.com/,10/24/2019,MICHELLE JEAN BRECHT,NA,"810 W 2ND ST, WALDO, WI 53093-1329","PO BOX 202, WALDO, WI 53093- 0202",920-528-8121,NA
CITY OF PLYMOUTH SHEBOYGAN COUNTY,60271,http://www.plymouthgov.com,6/5/2019,SABRINA DITTMAN,ANNA VOIGT,"128 SMITH ST, PLYMOUTH, WI 53073-1742","PO BOX 107, PLYMOUTH, WI 53073-0107",920-893-1271,920-893-0183
CITY OF SHEBOYGAN SHEBOYGAN COUNTY,60281,http://www.sheboyganwi.gov/,1/10/2020,MEREDITH DEBRUIN,MELISSA CLEVENGER,"828 CENTER AVE, SHEBOYGAN, WI 53081-4442",NA,920-459-3361,920-459-2917
CITY OF SHEBOYGAN FALLS - SHEBOYGAN,60282,http://cityofsheboyganfalls.com,10/16/2019,ALYSSA WALFORD,SHAD TENPAS,"375 BUFFALO ST, SHEBOYGAN FLS, WI 53085-1321","PO BOX 186, SHEBOYGAN FLS, WI 53085-0186",920-467-7900,920-467-2847
TOWN OF BALDWIN CROIX COUNTY,56002,NA,11/2/2017,JIM HARER,NA,"1061 245TH ST, WOODVILLE, WI 54028-7032",NA,715-684-3581,NA
TOWN OF CADY CROIX COUNTY,56004,NA,3/8/2019,SHELLY NINNEMAN,NA,"283 COUNTY ROAD NN, WILSON, WI 54027-2603",NA,715-772-3474,NA
TOWN OF CYLON CROIX COUNTY,56006,NA,5/15/2019,JACK BARKER,NA,"121 FRONT ST W, DEER PARK, WI 54007-7700","2165 210TH AVE, DEER PARK, WI 54007",715-554-0275,NA
TOWN OF EAU GALLE ST. CROIX COUNTY,56008,NA,3/8/2019,WILLIAM PEAVEY,NA,"2530 COUNTY RD N, WOODVILLE, WI 54028-7247",NA,715-698-2361,NA
TOWN OF EMERALD ST. CROIX COUNTY,56010,NA,11/30/2017,LORELEI WINK,NA,"2432 COUNTY ROAD G, EMERALD, WI 54013","2411 130TH AVE, GLENWOOD CITY, WI 54013",715-684-9236,NA
TOWN OF ERIN PRAIRIE - ST. CROIX COUNTY,56012,https://townoferinprairie.com/,11/27/2019,JACKIE MITCHELL,NA,"1952 COUNTY ROAD G, NEW RICHMOND, WI 54017-6914","1530 190TH ST, NEW RICHMOND, WI 54017-6917",715-245-6027,NA
TOWN OF FOREST CROIX COUNTY,56014,http://townofforest.org,7/6/2017,ANNE JOHNSTON,NA,"1895 COUNTY ROAD D, EMERALD, WI 54013-4605",NA,715-265-4135,715-265-4135
TOWN OF GLENWOOD ST. CROIX COUNTY,56016,NA,1/23/2020,LORI OBERMUELLER,NA,"3099 160TH AVE, GLENWOOD CITY, WI 54013-4109","2973 297TH AVE, GLENWOOD CITY, WI 54013-4109",715-265-7456,NA
TOWN OF HAMMOND ST. CROIX COUNTY,56018,http://www.townofhammond.com,11/2/2017,LINDA HAWKINS,NA,"1816 COUNTY RD E, HAMMOND, WI 54015-4900","PO BOX 177, HAMMOND, WI 54015-0177",715-796-2165,715-796-2375
TOWN OF HUDSON CROIX COUNTY,56020,http://www.townofhudsonwi.com,1/4/2018,VICKIE SHAW,NA,"980 COUNTY ROAD A, HUDSON, WI 54016-7674",NA,715-386-4263,715-386-4265
TOWN OF KINNICKINNIC - ST. CROIX COUNTY,56022,http://www.kinnickinnictwp.org,12/15/2017,NICKY THOMPSON,NA,"1271 COUNTY ROAD J, RIVER FALLS, WI 54022-5903",NA,715-425-8082,NA
TOWN OF PLEASANT VALLEY - ST. CROIX,56024,NA,1/2/2018,MEGAN MILLER,NA,"1718 30TH AVE, HAMMOND, COUNTY WI 54015-5215",NA,320-493-9612,NA
TOWN OF RICHMOND ST. CROIX COUNTY,56026,NA,12/28/2017,DONNA M PREECE,NA,"1753 MARGARET ST, NEW RICHMOND, WI 54017-6338","1753 MARGARET ST, NEW RICHMOND, WI 54017-6338",715-246-4092,NA
TOWN OF RUSH RIVER ST. CROIX COUNTY,56028,NA,12/15/2017,SANDI HAZER,NA,"1829 30TH AVE, BALDWIN, WI 54002-5302",NA,612-759-1030,NA
TOWN OF ST. JOSEPH ST. CROIX COUNTY,56030,http://www.townofstjoseph.com/,1/9/2018,NICOLE STEWART,KATHLEEN KLEHR,"1337 COUNTY ROAD V, HUDSON, WI 54016-6712",NA,715-549-6235,715-549-6249
TOWN OF SOMERSET ST. CROIX COUNTY,56032,http://www.townofsomersetwi.com,11/30/2017,JERI KOESTER,NA,"748 STATE HIGHWAY 35, SOMERSET, WI 54025-0248","PO BOX 248, SOMERSET, WI 54025-0248",715-247-3470,715-247-5086
TOWN OF SPRINGFIELD - ST. CROIX COUNTY,56034,NA,12/15/2017,VICKY BENSON,NA,"980 280TH ST, WOODVILLE, WI 54028-7122",NA,715-698-2170,715-698-3514
TOWN OF STANTON CROIX COUNTY,56036,NA,3/8/2019,SHARON BALCEREK,NA,"2245 COUNTY ROAD T, DEER PARK, WI 54007-7307",NA,715-248-4550,715-248-3089
TOWN OF STAR PRAIRIE - ST. CROIX COUNTY,56038,NA,11/2/2017,MIKE BURKE,NA,"2118 COOK DR, SOMERSET, WI 54025-7551",NA,715-246-9878,715-246-5297
TOWN OF TROY CROIX COUNTY,56040,https://townoftroy.org/,12/26/2019,GAIL E ANDERSON,JACKIE MURPHY,"654 N GLOVER RD, HUDSON, WI 54016-8201",NA,715-425-2665,715-425-2551
TOWN OF WARREN CROIX COUNTY,56042,https://townofwarren.com/,3/19/2019,DEINA SHIRMER,NA,"720 112TH ST, ROBERTS, WI 54023-8330",NA,715-749-9013,715-749-9014
VILLAGE OF BALDWIN ST. CROIX COUNTY,56106,http://www.villageofbaldwin.com,11/5/2018,TRACY CARLSON,BECKY S EGGEN,"400 CEDAR ST, BALDWIN, WI 54002-4927","PO BOX 97, BALDWIN, WI 54002 -0097",715-684-3426 EXT 116,715-684-4708
VILLAGE OF DEER PARK - ST. CROIX COUNTY,56116,http://www.deerparkwi.com,1/5/2018,DALE CLARKSON,NA,"112 Front St W, Deer Park, WI 54007",NA,715-269-5213,NA
VILLAGE OF HAMMOND ST. CROIX COUNTY,56136,http://www.hammondwi.org,11/2/2017,SANDI HAZER,ANGIE BLODGETT,"455 DAVIS ST, HAMMOND, WI 54015-9613","PO BOX 337, HAMMOND, WI 54015-0337",715-796-2727,715-796-2791
VILLAGE OF NORTH HUDSON - ST. CROIX,56161,http://www.northhudsonvillage.org,1/2/2018,MELISSA LUEDKE,JESSICA LEHMAN,"400 7TH ST N, HUDSON, WI 54016-1166",NA,715-386-5141,715-386-6770
VILLAGE OF ROBERTS ST. CROIX COUNTY,56176,http://robertswisconsin.com,11/2/2017,MEGAN DULL,BARB NEWTON,"107 E MAPLE ST, ROBERTS, WI 54023-9703",NA,715-749-3126,715-749-3889
VILLAGE OF SOMERSET - ST. CROIX COUNTY,56181,http://www.vil.somerset.wi.us,6/22/2018,FELICIA GERMAIN,ANDREA OTTO,"110 SPRING ST, SOMERSET, WI 54025-9002","PO BOX 356, SOMERSET, WI 54025-0356",715-247-3395,715-247-2790
VILLAGE OF STAR PRAIRIE - ST. CROIX,56182,https://villageofstarprairie.com/,11/21/2019,AMANDA ENGESETNER,NA,"207 BRIDGE AVE, STAR COUNTY PRAIRIE, WI 54026-9215","PO BOX 13, STAR PRAIRIE, WI 54026-0013",715-248-7231,715-248-7501
VILLAGE OF WILSON ST. CROIX COUNTY,56191,NA,10/24/2017,DAWN WICKMAN,NA,"440 MAIN ST, WILSON, WI 54027-3919",NA,715-772-4402,715-772-4413
VILLAGE OF WOODVILLE - ST. CROIX,56192,NA,3/18/2019,JANET NELSON,JODI TRUNKEL,"102 S MAIN ST, WOODVILLE, WI 54028-9544","PO BOX 205, WOODVILLE, WI 54028-0205",715-698-2355,715-698-2697
CITY OF GLENWOOD CITY - ST. CROIX,56231,NA,3/8/2019,SHARON ROSENOW,NA,"113 W OAK ST, GLENWOOD COUNTY CITY, WI 54013-8583",NA,715-265-4227,715-265-7307
CITY OF HUDSON CROIX COUNTY,56236,https://www.hudsonwi.gov/,1/13/2020,BECKY S EGGEN,KAREN DUCHOW,"505 3RD ST, HUDSON, WI 54016-1603",NA,715-716-5748,715-386-0804
CITY OF NEW RICHMOND - ST. CROIX,56261,https://www.newrichmondwi.gov/,1/15/2020,MICHELLE SCANIAN,LORI BRINKMAN,"156 E 1ST ST, NEW RICHMOND, WI 54017-1802",NA,715-246-4268,715-246-7129
TOWN OF AURORA TAYLOR COUNTY,61002,NA,7/1/2016,GARY WILCENSKI,NA,"W15857 STATE HIGHWAY 64, GILMAN, WI 54433-9607",NA,715-965-6320,715-447-8617
TOWN OF BROWNING TAYLOR COUNTY,61004,NA,3/8/2019,PATTI KRAEGENBRINK,NA,"W3947 LEKIE LN, MEDFORD WI 54451-9648","W3947 LEKIE LN, MEDFORD, WI 54451-9648",715-748-2672,NA
TOWN OF CHELSEA TAYLOR COUNTY,61006,NA,5/8/2019,GAIL MARIE MILDBRAND,NA,"W5339 WHITTLESEY AVE, MEDFORD, WI 54451-9317",NA,715-748-3988,NA
TOWN OF CLEVELAND TAYLOR COUNTY,61008,NA,3/19/2019,SHELDON CLARK,NA,"W14492 COUNTY ROAD M, GILMAN, WI 54433-9795","N5691 CLARK RD, GILMAN, WI 54433-9366",715-668-5622,NA
TOWN OF DEER CREEK - TAYLOR COUNTY,61010,NA,7/6/2017,JENEANE METZ,NA,"W4983 COUNTY ROAD A, STETSONVILLE, WI 54480-9527","N1478 ORIOLE DR, STETSONVILLE, WI 54480-9524",715-678-2403,NA
TOWN OF FORD TAYLOR COUNTY,61012,NA,10/17/2019,SHARON BAKER,NA,"385 E MAIN ST, GILMAN, WI 54433","W15167 POLLEY LN, GILMAN, WI 54433-9637",715-447-8486,NA
TOWN OF GOODRICH TAYLOR COUNTY,61014,NA,12/9/2019,ASHLEY DAHL,NA,"W1196 MIRA AVE, MEDFORD, WI 54451","N3078 MARTIN DRIVE, MEDFORD, WI 54451",715-748-2651,715-748-0600
TOWN OF GREENWOOD - TAYLOR COUNTY,61016,NA,3/8/2019,JILL SCHEITHAUER,NA,"W2790 TROUT AVE, RIB LAKE, WI 54470","W4733 COUNTY ROAD M, MEDFORD, WI 54451-8793",715-748-2292,NA
TOWN OF GROVER TAYLOR COUNTY,61018,NA,3/8/2019,MARY QUANTE,NA,"W11062 2ND ST, MEDFORD, WI 54451-8921","W11260 STATE HIGHWAY64, WITHEE, WI 54498-9377",715-748-3319,NA
TOWN OF HAMMEL TAYLOR COUNTY,61020,NA,3/8/2019,RENEE ZENNER,NA,"W8792 CENTER AVE, MEDFORD, WI 54451-8528","N2497 COUNTY RD E, MEDFORD, WI 54451-9445",715-748-9608,NA
TOWN OF HOLWAY TAYLOR COUNTY,61022,NA,7/16/2018,JENNY NEHLS,NA,"N1381 CTH E, MEDFORD, WI 54451","N1381 COUNTY RD E, MEDFORD, WI 54451-9723",715-229-4509,NA
TOWN OF JUMP RIVER TAYLOR COUNTY,61024,NA,3/8/2019,DENISE WEBSTER,NA,"N9024 BEACH DR, SHELDON, WI 54766-9056",NA,715-688-5363,NA
TOWN OF LITTLE BLACK - TAYLOR COUNTY,61026,NA,3/8/2019,JOANN SMITH,NA,"W6022 COUNTY ROAD A, MEDFORD, WI 54451-9789","W7461 COUNTY ROAD O, MEDFORD, WI 54451-9447",715-748-2506,715-748-9969
TOWN OF MAPLEHURST - TAYLOR COUNTY,61028,NA,12/19/2019,JUDITH LARSON,NA,"N373 COUNTY ROAD T, WITHEE, WI 54498","N2200 PIRUS ROAD, WITHEE, WI 54498",715-892-1471,NA
TOWN OF MCKINLEY TAYLOR COUNTY,61030,NA,3/8/2019,LYNNE LUND,NA,"W16516 OLD 194, SHELDON, WI 54766-9075",NA,715-452-5733,NA
TOWN OF MEDFORD TAYLOR COUNTY,61032,NA,11/2/2018,DIANE MAAR,NA,"W6944 COUNTY HWY O, MEDFORD WI 54451","W6944 COUNTY ROAD O, MEDFORD, WI 54451-9406",715-748-4236,715-748-2109
TOWN OF MOLITOR TAYLOR COUNTY,61034,NA,6/20/2019,HEATHER DUMS,LINDA HENRY,"N5188 DIVISION DR, MEDFORD, WI 54451-8941","PO BOX 35, MEDFORD, WI 54451-0035",715-965-6303,NA
TOWN OF PERSHING TAYLOR COUNTY,61036,NA,10/10/2019,ALLISON JISKRA,NA,"W16670 COUNTY ROAD M, GILMAN, WI 54433","28755 295TH AVE, HOLCOMB, WI 54745",920-544-7147,NA
TOWN OF RIB LAKE TAYLOR COUNTY,61038,NA,3/8/2019,KAREN SCHNEIDER,NA,"665 PEARL ST, RIB LAKE, WI 54470","N7500 TIMBER DR, RIB LAKE, WI 54470-9605",715-427-3635,NA
TOWN OF ROOSEVELT TAYLOR COUNTY,61040,NA,1/19/2018,MONICA KNUSTA,NA,"N1219 WEST ST, LUBLIN, WI 54447-9625","N683 7TH AVE, LUBLIN, WI 54447",715-669-3574,NA
TOWN OF TAFT TAYLOR COUNTY,61042,NA,3/8/2019,LORI CZUBAKAWSKI,NA,"W16018 COUNTY ROAD F, THORP, WI 54771-9346","N652 COUNTY ROAD H, STANLEY, WI 54768-9603",715-644-0933,NA
TOWN OF WESTBORO TAYLOR COUNTY,61044,http://townofwestboro.com,6/20/2018,JOYCE D PETERSON,NA,"N8855 2ND ST, WESTBORO, WI 54490-9440","PO BOX 127, WESTBORO, WI 54490-0127",715-427-3566,715-427-3566
VILLAGE OF GILMAN TAYLOR COUNTY,61131,http://gilmanwi.com,1/9/2018,CANDICE GRUNSETH,NA,"380 E MAIN ST, GILMAN, WI 54433","PO BOX 157, GILMAN, WI 54433 -0157",715-447-8650,715-447-8134
VILLAGE OF LUBLIN TAYLOR COUNTY,61146,http://villageoflublin.com,6/20/2019,RITA NIZNIK,NA,"N1217 Railroad St, Lublin, WI 54447","PO BOX 1, Lublin, WI 54447-0001 Phone 1: 715-669-3547",715-669-3547,NA
VILLAGE OF RIB LAKE TAYLOR COUNTY,61176,NA,3/8/2019,DAWN R SWENSON,NA,"655 PEARL ST, RIB LAKE, WI 54470-0205",NA,715-427-5404,715-427-5515
VILLAGE OF STETSONVILLE -,61181,https://villageofstetsonville.com/,10/17/2019,JAN C. TISCHENDORF,NA,"105 N GERSHWIN ST, TAYLOR COUNTY STETSONVILLE, WI 54480-9562","PO BOX 219, STETSONVILLE, WI 54480-0219",715-678-2191,715-678-2329
CITY OF MEDFORD TAYLOR COUNTY,61251,http://citymedfordwi.com,11/2/2017,VIRGINIA BROST,NA,"639 S 2ND ST, MEDFORD, WI 54451-2058",NA,715-748-1181,715-748-1289
TOWN OF ALBION TREMPEALEAU COUNTY,62002,NA,7/1/2016,SHEREE NELSON,DANIEL WALLERY,"N47213 ELLENBERGER LN, ELEVA, WI 54738-8910",NA,715-287-3233,715-287-4728
TOWN OF ARCADIA TREMPEALEAU COUNTY,62004,http://townofarcadia.net,3/8/2018,LYNN AXNESS,NANCY ROHN,"W26051 STATE ROAD 95, ARCADIA, WI 54612-8200",NA,608-323-3470,608-323-3470
TOWN OF BURNSIDE TREMPEALEAU COUNTY,62006,NA,4/26/2017,MELISSA KONO,NA,"W24152 STARWOOD LN, INDEPENDENCE, WI 54747-9067","W27464 COUNTY ROAD Q, INDEPENDENCE, WI 54747-8068",715-308-3008,NA
TOWN OF CALEDONIA TREMPEALEAU COUNTY,62008,NA,11/30/2017,BLAISE STEGEMEYER,KRIS STEGEMEYER,"N14399 COUNTY ROAD M, GALESVILLE, WI 54630",NA,608-484-0399,608-582-4542
TOWN OF CHIMNEY ROCK - TREMPEALEAU,62010,NA,3/8/2019,ROSE OTTUM,NA,"N43178 STATE ROAD 93, COUNTY STRUM, WI 54770-8102","W27838 STATE ROAD 121, INDEPENDENCE, WI 54747-8177",715-985-3242,NA
TOWN OF DODGE TREMPEALEAU COUNTY,62012,NA,12/28/2017,KARA J WENER,NA,"W29861 BAMBENEK ST, DODGE, WI 54625-0117",NA,608-539-2881,NA
TOWN OF ETTRICK TREMPEALEAU COUNTY,62014,http://www.townofettrickwi.com,7/9/2018,KARA J NOREN,SCOTT JUSZCZAK,"22734 WEST AVE, ETTRICK, WI 54627-7742","PO BOX 52, ETTRICK, WI 54627- 0052",608-525-4991,NA
TOWN OF GALE TREMPEALEAU COUNTY,62016,NA,5/13/2019,SUE HENDERSON,NA,"N18700 TRIM RD, GALESVILLE WI 54630-8276","N18700 TRIM RD, GALESVILLE, WI 54630-8276",608-582-4454,608-582-4868
TOWN OF HALE TREMPEALEAU COUNTY,62018,NA,1/9/2018,DONALD A HALVORSON,NA,"N42111 COUNTY ROAD O, WHITEHALL, WI 54773",NA,715-694-2113,NA
TOWN OF LINCOLN TREMPEALEAU COUNTY,62020,NA,10/15/2018,SHARON SOSALLA,NA,"W20944 SOSALLA HILL RD, WHITEHALL, WI 54773-9829",NA,715-583-4201,NA
TOWN OF PIGEON TREMPEALEAU COUNTY,62022,NA,3/8/2019,BILL BUTLER,NA,"39631 N FULLER COOLIE RD, WHITEHALL, WI 54773","N39361 FULLER COULEE RD, WHITEHALL, WI 54773",715-983-5883,NA
TOWN OF PRESTON TREMPEALEAU COUNTY,62024,NA,1/22/2018,CATHY NELSON,NA,"101 W BROADWAY ST, BLAIR, WI 54616-9367","W17508 PRESTON COULEE RD, BLAIR, WI 54616",608-989-2036,NA
TOWN OF SUMNER TREMPEALEAU COUNTY,62026,NA,11/20/2018,JANE M BROWN,NA,"N51722 CONDENSERY RD, OSSEO, WI 54758-9745",NA,715-597-3062,715-597-3062
TOWN OF TREMPEALEAU -,62028,NA,10/12/2018,SONJA A BYRNE,NA,"W24854 STATE RD 54/93, TREMPEALEAU COUNTY GALESVILLE, WI 54630","W24854 STATE ROAD 54 93, GALESVILLE, WI 54630-8243",608-539-2902,608-539-2902
TOWN OF UNITY TREMPEALEAU COUNTY,62030,NA,1/16/2019,SHARON OLSON,NA,"N48354 COUNTY ROAD D, STRUM, WI 54770-7893","N50241 COUNTY ROAD D, STRUM, WI 54770-7837",715-695-3348,NA
VILLAGE OF ELEVA TREMPEALEAU COUNTY,62121,NA,1/3/2018,SHEILA E SCHREINER,NA,"25952 E MONDOVI ST, ELEVA, WI 54738-9450","PO BOX 206, ELEVA, WI 54738- 0206",715-287-4615,715-287-5242
VILLAGE OF ETTRICK TREMPEALEAU COUNTY,62122,NA,3/12/2019,JANE JENSEN,BETH OSBORN,"22864 N MAIN ST, ETTRICK, WI 54627-9804","PO BOX 125, ETTRICK, WI 54627-0125",608-525-5445,608-525-6115
VILLAGE OF PIGEON FALLS - TREMPEALEAU,62173,NA,12/18/2017,MARGARET EVERSON,NA,"40185 WINSAND DR, PIGEON COUNTY FALLS, WI 54760","PO BOX 335, PIGEON FALLS, WI 54760-0335",715-983-2214,715-983-5779
VILLAGE OF STRUM TREMPEALEAU COUNTY,62181,NA,7/26/2017,MICHELLE LOKEN,HELEN ZOBRIST,"202 5TH AVE S, STRUM, WI 54770-7901","PO BOX 25, STRUM, WI 54770- 0025",715-695-3601,715-695-3196
VILLAGE OF TREMPEALEAU -,62186,http://www.trempealeauwi.com,12/4/2018,KATHY PETERSON,JORDAN JONES,"24455 3RD ST, TREMPEALEAU, WI 54661-9155","PO BOX 247, TREMPEALEAU, WI 54661-0247",608-534-6434,608-534-6280
CITY OF ARCADIA TREMPEALEAU COUNTY,62201,http://www.cityofarcadiawi.com,7/6/2017,ANGELA BERG,SALLY SYLLA,"203 W MAIN ST, ARCADIA, WI 54612-1329",NA,608-323-3359,608-323-3242
